label,Text
art,"Can beauty remain beauty without light?
No beauty survives without light in sight
To endure the pangs sharp of age in flight,
For fair with folly dead plunges at night.
When beauty blooms into beauty divine,
Showered with wisdom married to light to shine,
To border of no ending on the line,
Lifted is beauty's life onto cloud nine.
Life valued more in thought than gold man eyes,
Beats thrones, castles held in esteem that dies.
Vessels with covetousness, wrath, spite, lust, pride,
Greed, sloth do sink into oblivion wide.
Life is nature, who stores light in sublime.
Such beauty saved as truth lives on with time.
The falling of snowflakes coming down
Making a blanket of white on the ground.
Autumn with red and gold-leaves,
Falling to the ground, in a cool breeze.
The rising of the sun of crimson,
A buzzing of the Bees,
As they go on their mission.
A cool-breese blowing in the trees.
The beautiful- flowers of red, yellow, and blue.
The sparkling of grass, with morning-dew.
The sea is beautiful, with Blue-sky above.
The flying of sea-gulls and of doves.
The birds singing up in the trees,
As a gentle-wind blows the green-leaves.
Beautiful-butterflies going their way.
The beauty of nature, really make my day!"
art,"As if chiseled, a fruit-laden branch
Hangs in my garden, asleep - so low...
The trees sleep - and dream? - in moonlight;
And the mystery of their life is near, near...
Even if we cannot grasp it,
The mute language is still intelligible:
They use our beauty to express
How we are one amidst rays and spots of light.
And the tremor of any life's creation
Reveals itself in a lovely form;
And the variance of different things is sweetened
By shared beauty. Multiply it!
And the world will be like this unstirring garden,
Where everything heeds a harmonious silence:
Both stem and flower yield to the dear Earth;
Both flower and stem listen to the Moon.
Drunken mystics
Reveal simple truths
Like the fragility
Of child-like hearts;
But if you shun
Broken, street poets
For a penthouse view
And the Arts and Entertainment section
Of the Wall Street Journal,
You will never perceive
The delicate beauty
Of humanity in decline."
art,"I went for a walk with my love
down to an old vacant lot she took me
littered, and broken up
it made me sad,
made me think of myself
I asked why she took me there
she silently smiled
and took my hand
led me to a place
The pavement was cracked
the ground heaped with garbage
old and new
near a makeshift shelter
that some one had left
She kissed my tears away
told me to smile
when I asked why
she told me to open my eyes
leaving me confused
she said to look at the beauty
surrounding us
then began to point
the doorway of the crude shack
was open, and the was a spiderweb
moist with the morning dew
small dropp formed at it ran down
and it was beautiful
A few feet away
there was a daffodil
growing, thriving
despite the battered tarmac
through which it found a way
standing tall and proud
as well it should
and it was beautiful
Just then we looked up
and what did we see
a blue jay landing atop the roof
and began singing it's song
The sun was rising
peaking over the horizon
painting it red, orange,
yellow, and even violet
the sky was it's canvas
and it was beautiful
She took me home
pointing at many other things
while we strolled home
when we got there
I thanked her
told her she was beautiful
she stood me in front a mirror
telling me to find the beauty
there we stood for many long minutes
I looked, I saw, I contemplated
the sorrow carved into my features
the gentle wonder in my eyes
the scars life has left upon me
and it was beautiful
For beauty I am not a star,
There are others more perfect by far,
But my face I don't mind it,
For I am behind it,
It is those in front that I jar."
art,"'Twas at that hour of beauty when the setting sun
squandereth his cloudy bed with rosy hues, to flood
his lov'd works as in turn he biddeth them Good-night;
and all the towers and temples and mansions of men
face him in bright farewell, ere they creep from their pomp
naked beneath the darkness;- while to mortal eyes
'tis given, ifso they close not of fatigue, nor strain
at lamplit tasks-'tis given, as for a royal boon
to beggarly outcasts in homeless vigil, to watch
where uncurtain's behind the great windows of space
Heav'n's jewel'd company circleth unapproachably-
'Twas at sunset that I, fleeing to hide my soul
in refuge of beauty from a mortal distress,
walk'd alone with the Muse in her garden of thought,
discoursing at liberty with the mazy dreams
that came wavering pertinaciously about me; as when
the small bats, issued from their hangings, flitter o'erhead
thru' the summer twilight, with thin cries to and fro
hunting in muffled flight atween the stars and flowers.
Then fell I in strange delusion, illusion strange to tell;
for as a man who lyeth fast asleep in his bed
may dream he waketh, and that he walketh upright
pursuing some endeavour in full conscience-so 'twas
with me; but contrawise; for being in truth awake
methought I slept and dreamt; and in thatt dream methought
I was telling a dream; nor telling was I as one
who, truly awaked from a true sleep, thinketh to tell
his dream to a friend, but for his scant remembrances
findeth no token of speech-it was not so with me;
for my tale was my dream and my dream the telling,
and I remember wondring the while I told it
how I told it so tellingly.  And yet now 'twould seem
that Reason inveighed me with her old orderings;
as once when she took thought to adjust theology,
peopling the inane that vex'd her between God and man
with a hierarchy of angels; like those asteroids
wherewith she later fill'd the gap 'twixt Jove and Mars.
Verily by Beauty it is that we come as WISDOM,
yet not by Reason at Beauty; and now with many words
pleasing myself betimes I am fearing lest in the end
I play the tedious orator who maundereth on
for lack of heart to make an end of his nothings.
Wherefor as when a runner who hath run his round
handeth his staff away, and is glad of his rest,
here break I off, knowing the goal was not for me
the while I ran on telling of what cannot be told.
For not the Muse herself can tell of Goddes love;
which cometh to the child from the Mother's embrace,
an Idea spacious as the starry firmament's
inescapable infinity of radiant gaze,
that fadeth only as it outpasseth mortal sight:
and this direct contact is 't with eternities,
this springtide miracle of the soul's nativity
that oft hath set philosophers adrift in dream;
which thing Christ taught, when he set up a little child
to teach his first Apostles and to accuse their pride,
saying, 'Unless ye shall receive it as a child,
ye cannot enter into the kingdom of heaven.'
So thru'out all his young mental apprenticehood
the child of very simplicity, and in the grace
and beauteous attitude of infantine wonder,
is apt to absorb Ideas in primal purity,
and by the assimilation of thatt immortal food
may build immortal life; but ever with the growth
of understanding, as the sensible images
are more and more corrupt, troubled by questioning thought,
or with vainglory alloy'd, 'tis like enought the boy
in prospect of his manhood wil hav cast to th' winds
his Baptism with his Babyhood; nor might he escape
the fall of Ev'ryman, did not a second call
of nature's Love await him to confirm his Faith
or to revoke him if he is whollylapsed therefrom.
And so mighty is this second vision, which cometh
in puberty of body and adolescence of mind
that, forgetting his Mother, he calleth it 'first Love';
for it mocketh at suasion or stubbornness of heart,
as the oceantide of the omnipotent Pleasur of God,
flushing all avenues of life, and unawares
by thousandfold approach forestalling its full flood
with divination of the secret contacts of Love,--
of faintest ecstasies aslumber in Nature's calm,
like thought in a closed book, where some poet long since
sang his throbbing passion to immortal sleep-with coy
tenderness delicat as the shifting hues
that sanctify the silent dawn with wonder-gleams,
whose evanescence is the seal of their glory,
consumed in self-becoming of eternity;
til every moment as it flyeth, cryeth 'Seize!
Seize me ere I die!  I am the Life of Life.'
'Tis thus by near approach to an eternal presence
man's heart with divine furor kindled and possess'd
falleth in blind surrender; and finding therewithal
in fullest devotion the full reconcilement
betwixt his animal and spiritual desires,
such welcome hour of bliss standeth for certain pledge
of happiness perdurable: and coud he sustain
this great enthusiasm, then the unbounded promise
would keep fulfilment; since the marriage of true minds
is thatt once fabled garden, amidst of which was set
the single Tree that bore such med'cinable fruit
that if man ate thereof he should liv for ever.
Friendship is in loving rather than in being lov'd,
which is its mutual benediction and recompense;
and tho' this be, and tho' love is from lovers learn'd,
it springeth none the less from the old essence of self.
No friendless man ('twas well said) can be truly himself;
what a man looketh for in his friend and findeth,
and loving self best, loveth better than himself,
is his own better self, his live lovable idea,
flowering by expansion in the loves of his life.
And in the nobility of our earthly friendships
we hav al grades of attainment, and the best may claim
perfection of kind; and so, since ther be many bonds
other than breed (friendships of lesser motiv, found
even in the brutes) and since our politick is based
on actual association of living men, 'twil come
that the spiritual idea of Friendship, the huge
vastidity of its essence, is fritter'd away
in observation of the usual habits of men;
as happ'd with the great moralist, where his book saith
that ther can be no friendship betwixt God and man
because of their unlimited disparity.
From this dilemma of pagan thought, this poison of faith,
Man-soul made glad escape in the worship of Christ;
for his humanity is God's Personality,
and communion with him is the life of the soul.
Of which living ideas (when in the struggle of thought
harden'd by language they became symbols of faith)
Reason builded her maze, wherefrom none should escape,
wandering intent to map and learn her tortuous clews,
chanting their clerkly creed to the high-echoing stones
of their hand-fashion'd temple: but the Wind of heav'n
bloweth where it listeth, and Christ yet walketh the earth,
and talketh still as with those two disciples once
on the road to Emmaus-where they walk and are sad;
whose vision of him then was his victory over death,
thatt resurrection which all his lovers should share,
who in loving him had learn'd the Ethick of happiness;
whereby they too should come where he was ascended
to reign over men's hearts in the Kingdom of God.
Our happiest earthly comradeships hold a foretaste
of the feast of salvation and by thatt virtue in them
provoke desire beyond them to out-reach and surmount
their humanity in some superhumanity
and ultimat perfection: which, howe'ever 'tis found
or strangeley imagin'd, answereth to the need of each
and pulleth him instinctivly as to a final cause.
Thus unto all who hav found their high ideal in Christ,
Christ is to them the essence discern'd or undeiscern'd
of all their human friendships; and each lover of him
and of his beauty must be as a bud on the Vine
and hav participation in him; for Goddes love
is unescapable as nature's environment,
which if a man ignore or think to thrust it off
he is the ill-natured fool that runneth blindly on death.
This Individualism is man's true Socialism.
This is the rife Idea whose spiritual beauty
multiplieth in communion to transcendant might.
This is thatt excelent way whereon if we wil walk
all things shall be added unto us-thatt Love which inspired
the wayward Visionary in his doctrinal ode
to the three christian Graces, the Church's first hymn
and only deathless athanasian creed,--the which
'except a man believe he cannot be saved.'
This is the endearing bond whereby Christ's company
yet holdeth together on the truth of his promise
that he spake of his grat pity and trust in man's love,
'Lo, I am with you always ev'n to the end of the world.'
Truly the Soul returneth the body's loving
where it hath won it...and God so loveth the world...
and in the fellowship of the friendship of Christ
God is seen as the very self-essence of love,
Creator and mover of all as activ Lover of all,
self-express'd in not-self, mind and body, mother and child,
'twixt lover and loved, God and man: but ONE ETERNAL
in the love of Beauty and in the selfhood of Love.
Beauty like hers is genius. Not the call
Of Homer's or of Dante's heart sublime, --
Not Michael's hand furrowing the zones of time, --
Is more with compassed mysteries musical;
Nay, not in Spring's Summer's sweet footfall
More gathered gifts exuberant Life bequeaths
Than doth this sovereign face, whose love-spell breathes
Even from its shadowed contour on the wall.
As many men are poets in their youth,
But for one sweet-strung soul the wires prolong
Even through all change the indomitable song;
So in likewise the envenomed years, whose tooth
Rends shallower grace with ruin void of truth,
Upon this beauty's power shall wreak no wrong."
art,"God scatters beauty as he scatters flowers
O'er the wide earth, and tells us all are ours.
A hundred lights in every temple burn,
And at each shrine I bend my knee in turn.
When my arms wrap you round I press
My heart upon the loveliness
That has long faded from the world;
The jewelled crowns that kings have hurled
In shadowy pools, when armies fled;
The love-tales wrought with silken thread
By dreaming ladies upon cloth
That has made fat the murderous moth;
The roses that of old time were
Woven by ladies in their hair,
The dew-cold lilies ladies bore
Through many a sacred corridor
Where such grey clouds of incense rose
That only God's eyes did not close:
For that pale breast and lingering hand
Come from a more dream-heavy land,
A more dream-heavy hour than this;
And when you sigh from kiss to kiss
I hear white Beauty sighing, too,
For hours when all must fade like dew.
But flame on flame, and deep on deep,
Throne over throne where in half sleep,
Their swords upon their iron knees,
Brood her high lonely mysteries."
art,"O CLOUD-PALE eyelids, dream-dimmed eyes,
The poets labouring all their days
To build a perfect beauty in rhyme
Are overthrown by a woman's gaze
And by the unlabouring brood of the skies:
And therefore my heart will bow, when dew
Is dropping sleep, until God burn time,
Before the unlabouring stars and you.
The awful shadow of some unseen Power
Floats through unseen among us, -- visiting
This various world with as inconstant wing
As summer winds that creep from flower to flower, --
Like moonbeams that behind some piny mountain shower,
It visits with inconstant glance
Each human heart and countenance;
Like hues and harmonies of evening, --
Like clouds in starlight widely spread, --
Like memory of music fled, --
Like aught that for its grace may be
Dear, and yet dearer for its mystery.
Spirit of Beauty, that dost consecrate
With thine own hues all thou dost shine upon
Of human thought or form, -- where art thou gone?
Why dost thou pass away and leave our state,
This dim vast vale of tears, vacant and desolate?
Ask why the sunlight not for ever
Weaves rainbows o'er yon mountain-river,
Why aught should fail and fade that once is shown,
Why fear and dream and death and birth
Cast on the daylight of this earth
Such gloom, -- why man has such a scope
For love and hate, despondency and hope?
No voice from some sublimer world hath ever
To sage or poet these responses given --
Therefore the names of Demon, Ghost, and Heaven,
Remain the records of their vain endeavour,
Frail spells -- whose uttered charm might not avail to sever,
From all we hear and all we see,
Doubt, chance, and mutability.
Thy light alone -- like mist oe'er the mountains driven,
Or music by the night-wind sent
Through strings of some still instrument,
Or moonlight on a midnight stream,
Gives grace and truth to life's unquiet dream.
Love, Hope, and Self-esteem, like clouds depart
And come, for some uncertain moments lent.
Man were immortal, and omnipotent,
Didst thou, unknown and awful as thou art,
Keep with thy glorious train firm state within his heart.
Thou messgenger of sympathies,
That wax and wane in lovers' eyes --
Thou -- that to human thought art nourishment,
Like darkness to a dying flame!
Depart not as thy shadow came,
Depart not -- lest the grave should be,
Like life and fear, a dark reality.
While yet a boy I sought for ghosts, and sped
Through many a listening chamber, cave and ruin,
And starlight wood, with fearful steps pursuing
Hopes of high talk with the departed dead.
I called on poisonous names with which our youth is fed;
I was not heard -- I saw them not --
When musing deeply on the lot
Of life, at that sweet time when winds are wooing
All vital things that wake to bring
News of birds and blossoming, --
Sudden, thy shadow fell on me;
I shrieked, and clasped my hands in ecstasy!
I vowed that I would dedicate my powers
To thee and thine -- have I not kept the vow?
With beating heart and streaming eyes, even now
I call the phantoms of a thousand hours
Each from his voiceless grave: they have in visioned bowers
Of studious zeal or love's delight
Outwatched with me the envious night --
They know that never joy illumed my brow
Unlinked with hope that thou wouldst free
This world from its dark slavery,
That thou - O awful Loveliness,
Wouldst give whate'er these words cannot express.
The day becomes more solemn and serene
When noon is past -- there is a harmony
In autumn, and a lustre in its sky,
Which through the summer is not heard or seen,
As if it could not be, as if it had not been!
Thus let thy power, which like the truth
Of nature on my passive youth
Descended, to my onward life supply
Its calm -- to one who worships thee,
And every form containing thee,
Whom, Spirit fair, thy spells did bind
To fear himself, and love all human kind."
art,"I died for beauty but was scarce
Adjusted in the tomb,
When one who died for truth was lain
In an adjoining room.
He questioned softly why I failed?
'For beauty,' I replied.
'And I for truth,--the two are one;
We brethren are,' he said.
And so, as kinsmen met a night,
We talked between the rooms,
Until the moss had reached our lips,
And covered up our names.
I died for beauty, but was scarce
Adjusted in the tomb,
When one who died for truth was lain
In an adjoining room.
He questioned softly why I failed?
""For beauty,"" I replied.
""And I for truth - the two are one;
We brethren are,"" he said.
And so, as kinsmen met a-night,
We talked between the rooms,
Until the moss had reached our lips,
And covered up our names."
art,"Looking over the fields towards the Sun,
Observing that the rain had just begun,
A freshness seemed to permeate the air,
And all that one could do was, stand and stare,
As something magical crept across the skies,
A vision that was reflected in my eyes.
A sight of infinite beauty, there to see,
One of the wonders given to us, for free.
Lovely colours blending, like a dream,
In subtle hues, an arched rainbow supreme.
©   Ernestine Northover
Know Celia, since thou art so proud,
'Twas I that gave thee thy renown;
Thou hadst, in the forgotten crowd
Of common beauties, liv'd unknown,
Had not my verse exhal'd thy name,
And with it imp'd the wings of fame.
That killing power is none of thine,
I gave it to thy voice, and eyes;
Thy sweets, thy graces, all are mine;
Thou art my star, shin'st in my skies;
Then dart not from thy borrow'd sphere
Lightning on him that fix'd thee there.
Tempt me with such affrights no more,
Lest what I made, I uncreate;
Let fools thy mystic forms adore,
I'll know thee in thy mortal state;
Wise poets that wrapp'd Truth in tales,
Knew her themselves, through all her veils."
art,"It is not Beauty I demand,
A crystal brow, the moon's despair,
Nor the snow's daughter, a white hand,
Nor mermaid's yellow pride of hair.
Tell me not of your starry eyes,
Your lips that seem on roses fed,
Your breasts where Cupid trembling lies,
Nor sleeps for kissing of his bed.
A bloomy pair of vermeil cheeks,
Like Hebe's in her ruddiest hours,
A breath that softer music speaks
Than summer winds a-wooing flowers.
These are but gauds; nay, what are lips?
Coral beneath the ocean-stream,
Whose brink when your adventurer sips
Full oft he perisheth on them.
And what are cheeks but ensigns oft
That wave hot youth to fields of blood?
Did Helen's breast though ne'er so soft,
Do Greece or Ilium any good?
Eyes can with baleful ardor burn,
Poison can breath that erst perfumed,
There's many a white hand holds an urn
With lovers' hearts to dust consumed.
For crystal brows--there's naught within,
They are but empty cells for pride;
He who the Syren's hair would win
Is mostly strangled in the tide.
Give me, instead of beauty's bust,
A tender heart, a loyal mind,
Which with temptation I could trust,
Yet never linked with error find.
One in whose gentle bosom I
Could pour my secret heart of woes.
Like the care-burdened honey-fly
That hides his murmurs in the rose.
My earthly comforter! whose love
So indefeasible might be,
That when my spirit won above
Hers could not stay for sympathy.
There is a power whose inspiration fills
Nature's fair fabric, sun- and star-inwrought,
Like airy dew ere any drop distils,
Like perfume in the laden flower, like aught
Unseen which interfused throughout the whole
Becomes its quickening pulse and principle and soul.
Now when, the drift of old desire renewing,
Warm tides flow northward over valley and field,
When half-forgotten sound and scent are wooing
From their deep-chambered recesses long sealed
Such memories as breathe once more
Of childhood and the happy hues it wore,
Now, with a fervor that has never been
In years gone by, it stirs me to respond, --
Not as a force whose fountains are within
The faculties of the percipient mind,
Subject with them to darkness and decay,
But something absolute, something beyond,
Oft met like tender orbs that seem to peer
From pale horizons, luminous behind
Some fringe of tinted cloud at close of day;
And in this flood of the reviving year,
When to the loiterer by sylvan streams,
Deep in those cares that make Youth loveliest,
Nature in every common aspect seems
To comment on the burden in his breast --
The joys he covets and the dreams he dreams --
One then with all beneath the radiant skies
That laughs with him or sighs,
It courses through the lilac-scented air,
A blessing on the fields, a wonder everywhere.
Spirit of Beauty, whose sweet impulses,
Flung like the rose of dawn across the sea,
Alone can flush the exalted consciousness
With shafts of sensible divinity --
Light of the World, essential loveliness:
Him whom the Muse hath made thy votary
Not from her paths and gentle precepture
Shall vulgar ends engage, nor break the spell
That taught him first to feel thy secret charms
And o'er the earth, obedient to their lure,
Their sweet surprise and endless miracle,
To follow ever with insatiate arms.
On summer afternoons,
When from the blue horizon to the shore,
Casting faint silver pathways like the moon's
Across the Ocean's glassy, mottled floor,
Far clouds uprear their gleaming battlements
Drawn to the crest of some bleak eminence,
When autumn twilight fades on the sere hill
And autumn winds are still;
To watch the East for some emerging sign,
Wintry Capella or the Pleiades
Or that great huntsman with the golden gear;
Ravished in hours like these
Before thy universal shrine
To feel the invoked presence hovering near,
He stands enthusiastic. Star-lit hours
Spent on the roads of wandering solitude
Have set their sober impress on his brow,
And he, with harmonies of wind and wood
And torrent and the tread of mountain showers,
Has mingled many a dedicative vow
That holds him, till thy last delight be known,
Bound in thy service and in thine alone.
I, too, among the visionary throng
Who choose to follow where thy pathway leads,
Have sold my patrimony for a song,
And donned the simple, lowly pilgrim's weeds.
From that first image of beloved walls,
Deep-bowered in umbrage of ancestral trees,
Where earliest thy sweet enchantment falls,
Tingeing a child's fantastic reveries
With radiance so fair it seems to be
Of heavens just lost the lingering evidence
From that first dawn of roseate infancy,
So long beneath thy tender influence
My breast has thrilled. As oft for one brief second
The veil through which those infinite offers beckoned
Has seemed to tremble, letting through
Some swift intolerable view
Of vistas past the sense of mortal seeing,
So oft, as one whose stricken eyes might see
In ferny dells the rustic deity,
I stood, like him, possessed, and all my being,
Flooded an instant with unwonted light,
Quivered with cosmic passion; whether then
On woody pass or glistening mountain-height
I walked in fellowship with winds and clouds,
Whether in cities and the throngs of men,
A curious saunterer through friendly crowds,
Enamored of the glance in passing eyes,
Unuttered salutations, mute replies, --
In every character where light of thine
Has shed on earthly things the hue of things divine
I sought eternal Loveliness, and seeking,
If ever transport crossed my brow bespeaking
Such fire as a prophetic heart might feel
Where simple worship blends in fervent zeal,
It was the faith that only love of thee
Needed in human hearts for Earth to see
Surpassed the vision poets have held dear
Of joy diffused in most communion here;
That whomsoe'er thy visitations warmed,
Lover of thee in all thy rays informed,
Needed no difficulter discipline
To seek his right to happiness within
Than, sensible of Nature's loveliness,
To yield him to the generous impulses
By such a sentiment evoked. The thought,
Bright Spirit, whose illuminings I sought,
That thou unto thy worshipper might be
An all-sufficient law, abode with me,
Importing something more than unsubstantial dreams
To vigils by lone shores and walks by murmuring streams.
Youth's flowers like childhood's fade and are forgot.
Fame twines a tardy crown of yellowing leaves.
How swift were disillusion, were it not
That thou art steadfast where all else deceives!
Solace and Inspiration, Power divine
That by some mystic sympathy of thine,
When least it waits and most hath need of thee,
Can startle the dull spirit suddenly
With grandeur welled from unsuspected springs, --
Long as the light of fulgent evenings,
When from warm showers the pearly shades disband
And sunset opens o'er the humid land,
Shows thy veiled immanence in orient skies, --
Long as pale mist and opalescent dyes
Hung on far isle or vanishing mountain-crest,
Fields of remote enchantment can suggest
So sweet to wander in it matters nought,
They hold no place but in impassioned thought,
Long as one draught from a clear sky may be
A scented luxury;
Be thou my worship, thou my sole desire,
Thy paths my pilgrimage, my sense a lyre
Aeolian for thine every breath to stir;
Oft when her full-blown periods recur,
To see the birth of day's transparent moon
Far from cramped walls may fading afternoon
Find me expectant on some rising lawn;
Often depressed in dewy grass at dawn,
Me, from sweet slumber underneath green boughs,
Ere the stars flee may forest matins rouse,
Afoot when the great sun in amber floods
Pours horizontal through the steaming woods
And windless fumes from early chimneys start
And many a cock-crow cheers the traveller's heart
Eager for aught the coming day afford
In hills untopped and valleys unexplored.
Give me the white road into the world's ends,
Lover of roadside hazard, roadside friends,
Loiterer oft by upland farms to gaze
On ample prospects, lost in glimmering haze
At noon, or where down odorous dales twilit,
Filled with low thundering of the mountain stream,
Over the plain where blue seas border it
The torrid coast-towns gleam.
I have fared too far to turn back now; my breast
Burns with the lust for splendors unrevealed,
Stars of midsummer, clouds out of the west,
Pallid horizons, winds that valley and field
Laden with joy, be ye my refuge still!
What though distress and poverty assail!
Though other voices chide, yours never will.
The grace of a blue sky can never fail.
Powers that my childhood with a spell so sweet,
My youth with visions of such glory nursed,
Ye have beheld, nor ever seen my feet
On any venture set, but 'twas the thirst
For Beauty willed them, yea, whatever be
The faults I wanted wings to rise above;
I am cheered yet to think how steadfastly
I have been loyal to the love of Love!"
art,"Beauty is the sensation of your heart skipping a beat,
when eyes full of mischief glance at you...
Beauty is the smile which appears on your lips, when you think of the way he smiles at you...
Beauty is in the heart which touches another
Beauty is tender hands holding each other
Beauty is strong arms holding you warm
Beauty is in water, beauty is in weather,
beauty is in air, beauty is in life
Beauty is in love, beauty is in wind...
Beauty surrounds you days and nights
yet no one knows beauty's heights...
O beauty, passing beauty! Sweetest sweet!
How can thou let me waste my youth in sighs?
I only ask to sit beside thy feet.
Thou knowest I dare not look into thine eyes.
Might I but kiss thy hand! I dare not fold
My arms about thee--scarcely dare to speak.
And nothing seems to me so wild and bold,
As with one kiss to touch thy blessed cheek.
Methinks if I should kiss thee, no control
Within the thrilling brain could keep afloat
The subtle spirit. Even while I spoke,
The bare word ""kiss"" hath made my inner soul
To tremble like a lute string, ere the note
Hath melted in the silence that it broke."
art,"EXULTING BEAUTY,­phantom of an hour,
Whose magic spells enchain the heart,
Ah! what avails thy fascinating pow'r,
Thy thrilling smile, thy witching art?
Thy lip, where balmy nectar glows;
Thy cheek, where round the damask rose
A thousand nameless Graces move,
Thy mildly speaking azure eyes,
Thy golden hair, where cunning Love
In many a mazy ringlet lies?
Soon as thy radiant form is seen,
Thy native blush, thy timid mien,
Thy hour is past! thy charms are vain!
ILL-NATURE haunts thee with her sallow train,
Mean JEALOUSY deceives thy list'ning ear,
And SLANDER stains thy cheek with many a bitter tear.
In calm retirement form'd to dwell,
NATURE, thy handmaid fair and kind,
For thee, a beauteous garland twin'd;
The vale-nurs'd Lily's downcast bell
Thy modest mien display'd,
The snow-drop, April's meekest child,
With myrtle blossoms undefil'd,
Thy mild and spotless mind pourtray'd;
Dear blushing maid, of cottage birth,
'Twas thine, o'er dewy meads to stray,
While sparkling health, and frolic mirth
Led on thy laughing Day.
Lur'd by the babbling tongue of FAME,
Too soon, insidious FLATT'RY came;
Flush'd VANITY her footsteps led,
To charm thee from thy blest repose,
While Fashion twin'd about thy head
A wreath of wounding woes;
See Dissipation smoothly glide,
Cold Apathy, and puny Pride,
Capricious Fortune, dull, and blind,
O'er splendid Folly throws her veil,
While Envy's meagre tribe assail
Thy gentle form, and spotless mind.
Their spells prevail! no more those eyes
Shoot undulating fires;
On thy wan cheek, the young rose dies,
Thy lip's deep tint expires;
Dark Melancholy chills thy mind;
Thy silent tear reveals thy woe;
TIME strews with thorns thy mazy way,
Where'er thy giddy footsteps stray,
Thy thoughtless heart is doom'd to find
An unrelenting foe.
'Tis thus, the infant Forest flow'r
Bespangled o'er with glitt'ring dew,
At breezy morn's refreshing hour,
Glows with pure tints of varying hue,
Beneath an aged oak's wide spreading shade,
Where no rude winds, or beating storms invade.
Transplanted from its lonely bed,
No more it scatters perfumes round,
No more it rears its gentle head,
Or brightly paints the mossy ground;
For ah! the beauteous bud, too soon,
Scorch'd by the burning eye of day;
Shrinks from the sultry glare of noon,
Droops its enamell'd brow, and blushing, dies away.
Who gave thee, O Beauty!
The keys of this breast,
Too credulous lover
Of blest and unblest?
Say when in lapsed ages
Thee knew I of old;
Or what was the service
For which I was sold?
When first my eyes saw thee,
I found me thy thrall,
By magical drawings,
Sweet tyrant of all!
I drank at thy fountain
False waters of thirst;
Thou intimate stranger,
Thou latest and first!
Thy dangerous glances
Make women of men;
New-born we are melting
Into nature again.
Lavish, lavish promiser,
Nigh persuading gods to err,
Guest of million painted forms
Which in turn thy glory warms,
The frailest leaf, the mossy bark,
The acorn's cup, the raindrop's arc,
The swinging spider's silver line,
The ruby of the drop of wine,
The shining pebble of the pond,
Thou inscribest with a bond
In thy momentary play
Would bankrupt Nature to repay.
Ah! what avails it
To hide or to shun
Whom the Infinite One
Hath granted his throne?
The heaven high over
Is the deep's lover,
The sun and sea
Informed by thee,
Before me run,
And draw me on,
Yet fly me still,
As Fate refuses
To me the heart Fate for me chooses,
Is it that my opulent soul
Was mingled from the generous whole,
Sea valleys and the deep of skies
Furnished several supplies,
And the sands whereof I'm made
Draw me to them self-betrayed?
I turn the proud portfolios
Which hold the grand designs
Of Salvator, of Guercino,
And Piranesi's lines.
I hear the lofty Pæans
Of the masters of the shell,
Who heard the starry music,
And recount the numbers well:
Olympian bards who sung
Divine Ideas below,
Which always find us young,
And always keep us so.
Oft in streets or humblest places
I detect far wandered graces,
Which from Eden wide astray
In lowly homes have lost their way.
Thee gliding through the sea of form,
Like the lightning through the storm,
Somewhat not to be possessed,
Somewhat not to be caressed,
No feet so fleet could ever find,
No perfect form could ever bind.
Thou eternal fugitive
Hovering over all that live,
Quick and skilful to inspire
Sweet extravagant desire,
Starry space and lily bell
Filling with thy roseate smell,
Wilt not give the lips to taste
Of the nectar which thou hast.
All that's good and great with thee
Stands in deep conspiracy.
Thou hast bribed the dark and lonely
To report thy features only,
And the cold and purple morning
Itself with thoughts of thee adorning,
The leafy dell, the city mart,
Equal trophies of thine art,
E'en the flowing azure air
Thou hast touched for my despair,
And if I languish into dreams,
Again I meet the ardent beams.
Queen of things! I dare not die
In Being's deeps past ear and eye,
Lest there I find the same deceiver,
And be the sport of Fate forever.
Dread power, but dear! if God thou be,
Unmake me quite, or give thyself to me."
art,"Is that the only way we can become like Indians, like Rhinoceri,
like Quartz Crystals, like organic farmers, like what we imagine
Adam & Eve to’ve been, caressing each other with trembling limbs
before the Snake of Revolutionary Sex wrapped itself round
The Tree of Knowledge? What would Roque Dalton joke about lately
teeth chattering like a machine gun as he dabated mass tactics
with his Companeros? Necessary to kill the Yanquis with big bomb
Yes but don’t do it by yourself, better consult your mother
to get the Correct Line of Thought, if not consult Rimbaud once he got his leg cut off
or Lenin after his second stroke sending a message thru Mrs Krupskaya
to the rude Georgian, & just before his deathly fit when the Cheka aides
outside
his door looked in coldly assuring him his affairs were in good hands no need to move - What sickness at the
pit of his stomach moved up to
his brain?
What thought Khlebnikov on the hungry train exposing his stomach to the
sun?
Or Mayakovsky before the bullet hit his brain, what sharp propaganda for
action
on the Bureaucratic Battlefield in the Ministry of Collective Agriculture in
Ukraine?
What Slogan for Futurist architects or epic hymn for masses of Communist
Party Card holders in Futurity
on the conduct of the world seeking beauty against Government?
Glory be to God for dappled things --
For skies of couple-colour as a brinded cow;
For rose-moles all in stipple upon trout that swim;
Fresh-firecoal chestnut-falls; finches' wings;
Landscape plotted |&| pieced -- fold, fallow, |&| plough;
And {'a}ll trades, their gear |&| tackle |&| trim.
All things counter, original, sp{'a}re, strange;
Whatever is fickle, freckl{`e}d, (who knows how?)
With sw{'i}ft, sl{'o}w; sweet, s{'o}ur; ad{'a}zzle, d{'i}m;
He fathers-forth whose beauty is p{'a}st change:
Pr{'a}ise h{'i}m."
